supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
PromoBrands,Category 2,Home & Entertainment / Barware,S799,Kennedy Shaker (600mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B108,Ozi Bamboo Paddle Board,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B109,Trey Bamboo Cutting Board,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B110,Obilia Bamboo Chopping Board,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B111,Tiga Bamboo Cutting Board,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B125,Adair Bamboo Cutlery Set,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B137,Aubrey Coffee/Tea Set,auto_mapped_by_keyword,Drinkware,Teaware,0.86,DRINK-080,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,B163,Artis Cheeseboard & Knife Set,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,D190,Saint-Rémy Cooler Basket,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,D395,Bamboo Cutting Board (Large),auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,D396,Bamboo Cutting Board (Small),auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Home & Entertainment / Cheeseboards & Serveware,NP175,Two Layer Lunch Box,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 2,Navy Products,RB1040,Rara Cooler Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 2,Navy Products,S403,Pacino Recycled PP 350mL Coffee Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 2,Navy Products,S940,Wanderer 354ml Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,Navy Products,S990,Arlo 1L Glass Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,New,D436,Space A5 Notebook,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 2,New,DM101,Rubber Desk Mat,auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
PromoBrands,Category 2,New,H451,Pac-Man Lunch Box with Handle,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 2,New,J636,Summer Polarised Sunglasses,auto_mapped_by_keyword,Outdoor & Sports,Sunglasses,0.95,OUT-060,,,,
PromoBrands,Category 2,New,P130,The Rhi Metal Ball Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 2,New,P150,Mop Head Pen with Stylus,auto_mapped_by_keyword,Pens,Stylus Pens,0.9,PEN-010,,,,
PromoBrands,Category 2,New,P770,The Ironhide Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 2,New,S406,The Siena 450ml Vacuum Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 2,New,S881,The Bondi 700ml Drinking Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 2,New,T239,The Power Band Charging Lanyard - 60W,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 2,New,T524,The Spinzy,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,New,T527,The Amazing Fidget,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,New,T528,The Spin Buddy Puzzle Game,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 2,New,T607,The Rebel Clip Speaker,auto_mapped_by_keyword,Technology,Bluetooth Speakers,0.93,TECH-040,,,,
PromoBrands,Category 2,New,T677,The Wipey Screen Cleaner,auto_mapped_by_keyword,Technology,Tech Accessories,0.86,TECH-080,,,,
PromoBrands,Category 2,New,T857,The Mason Wireless Charging Powerbank 5000mAh,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
PromoBrands,Category 2,New,T858,"The Mellany 15W Wireless Charging Powerbank 10,000mAh",auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
PromoBrands,Category 2,Office,D434,Minichroma A6 Notebook,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 2,Office,T522,Whirl Popper Spinner,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,Outdoor & Leisure,OG002,Neoprene Golf Ball Sleeve,auto_mapped_by_keyword,Outdoor & Sports,Golf Products,0.92,OUT-030,,,,
PromoBrands,Category 2,Outdoor & Leisure,S941,Wanderer 400ml Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 2,Outdoor & Leisure / Survival,H905,2.5L Dry Bag,auto_mapped_by_keyword,Bags,Dry Bags,0.92,BAG-130,,,,
PromoBrands,Category 2,Outdoor & Leisure / Survival,H906,5L Dry Bag,auto_mapped_by_keyword,Bags,Dry Bags,0.92,BAG-130,,,,
PromoBrands,Category 2,Outdoor & Leisure / Survival,H907,10L Dry Bag,auto_mapped_by_keyword,Bags,Dry Bags,0.92,BAG-130,,,,
PromoBrands,Category 2,Outdoor & Leisure / Survival,H908,2.5L Dry Bag,auto_mapped_by_keyword,Bags,Dry Bags,0.92,BAG-130,,,,
PromoBrands,Category 2,Outdoor & Leisure / Survival,JT122,Koda Survival Notebook (Blank Pages),auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,NP142,Squiggle Crayon Set,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,NP157,Sand Spike,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,PT101,Plush Kangaroo,auto_mapped_by_keyword,Toys & Games,Plush Toys,0.95,TOY-020,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,PT102,Plush Koala,auto_mapped_by_keyword,Toys & Games,Plush Toys,0.95,TOY-020,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,PT103,Plush Puppy,auto_mapped_by_keyword,Toys & Games,Plush Toys,0.95,TOY-020,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T156,Skittle Throw,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T328,Free Range Chalk,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T515,Popper Ball,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T525,Sensory Activity Board (Rainbow colour),auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T526,Rainbow Serpent,auto_mapped_by_keyword,Toys & Games,Novelty Toys,0.86,TOY-070,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T740,Squeeze Basketball,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T741,Squeeze Ball,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T742,Squeeze Airplane,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T745,Squeeze Soccer Ball,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T762,Squeeze Golf Ball,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T763,Squeeze Volley Ball,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T765,Squeeze Heart,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T766,Squeeze Light Bulb,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T767,Squeeze Duck,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T768,Squeeze Hippo,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T769.LE,Squeeze House,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T770,Squeeze Crocodile,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T771,Squeeze Cow,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T772,Squeeze Elephant,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T773,Squeeze Shark,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T774,Squeeze Brain,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T775,Squeeze Football,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T776,Squeeze Thumbs Up,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T777,Squeeze Cube,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T778,Squeeze Earth,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,T840,40pcs Jigsaw Puzzle,auto_mapped_by_keyword,Toys & Games,Games & Puzzles,0.88,TOY-040,,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,B113,CRETE Traveller Carrying Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,L804,Imprinted Mini Luggage Tag,auto_mapped_by_keyword,Travel,Luggage Tags,0.95,TRAV-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,L806,Imprinted Large Luggage Tag,auto_mapped_by_keyword,Travel,Luggage Tags,0.95,TRAV-010,,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,T108,Olympic Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,T874,Magnetic 900mAh Type C Rechargeable Fan,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 2,Premium Gifting / Barware,S709,Stemless Shatterproof Champagne Glass,auto_mapped_by_keyword,Drinkware,Glassware,0.86,DRINK-060,,,,
PromoBrands,Category 2,Premium Gifting / Barware,S714,Stemless Shatterproof White Wine Glass,auto_mapped_by_keyword,Drinkware,Glassware,0.86,DRINK-060,,,,
PromoBrands,Category 2,Premium Gifting / Barware,S716,Stemless Shatterproof Red Wine Glass,auto_mapped_by_keyword,Drinkware,Glassware,0.86,DRINK-060,,,,
PromoBrands,Category 2,Smart Wallets & Phone Grips,T164,Recycled ABS Vacuum Suction Magnetic Phone Stand,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
PromoBrands,Category 2,Tradeshow,RB401,Paper Show Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 2,Tradeshow,RB402,Paper Shopping Bag,auto_mapped_by_keyword,Bags,Paper Bags,0.92,BAG-090,,,,
PromoBrands,Category 2,Travel & Personal Accessories,B721,Ripstop Water Resistant Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Travel & Personal Accessories,T123,Hao Universal Adapter,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 3,Apparel / Sublimated Apparel,S003,Magic Dress Socks,auto_mapped_by_keyword,Apparel,Socks,0.92,APP-100,,,,
PromoBrands,Category 3,Apparel / Sublimated Apparel,S010,Magic Seamless Socks,auto_mapped_by_keyword,Apparel,Socks,0.92,APP-100,,,,
PromoBrands,Category 3,Apparel / Yoga Range,OA023,Yoga Long Sleeve Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Apparel / Yoga Range,OA024,Yoga Short Sleeve Top,auto_mapped_by_keyword,Apparel,Pants & Shorts,0.9,APP-080,,,,
PromoBrands,Category 3,Australian Made,NP130.A4,A4 Colouring Books,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 3,Australian Made,NP130.A5,A5 Colouring Books,auto_mapped_by_keyword,Toys & Games,Colouring & Kids Sets,0.94,TOY-060,,,,
PromoBrands,Category 3,Australian Made / Mouse & Counter Mats,AM1,Admats,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Australian Made / Mouse & Counter Mats,BR1,Premium Bar Runner,auto_mapped_by_keyword,Barware & Accessories,Bar Mats,0.95,BAR-040,,,,
PromoBrands,Category 3,Australian Made / Mouse & Counter Mats,BR2,Mini Bar Runner,auto_mapped_by_keyword,Barware & Accessories,Bar Mats,0.95,BAR-040,,,,
PromoBrands,Category 3,Australian Made / Notepads & Calenders,CL102,Magnetic Tab Calendar,auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 3,Back to University,D830,Dusty RPET Duffle Bag,auto_mapped_by_keyword,Bags,Travel & Duffle Bags,0.86,BAG-060,,,,
PromoBrands,Category 3,Back to University,RB001,Bowles Laptop Sleeve,auto_mapped_by_keyword,Bags,Laptop Bags,0.94,BAG-010,,,,
PromoBrands,Category 3,Back to University,RB1018C,Colourful Calico Tote Bag,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Back to University,T413,Vibe USB Type C earphone,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 3,Back to University,T414,Clarity BT Noise Cancellation Earphone,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Back to University,T558,Bambu Phone Holder,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
PromoBrands,Category 3,Back to University,TCS20W,Tebogo 20W fast charge adapter,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 3,Bags,RB402,Paper Shopping Bag,auto_mapped_by_keyword,Bags,Paper Bags,0.92,BAG-090,,,,
PromoBrands,Category 3,Bags / Grocery,RB1030,Goliath Insulated Grocery Tote,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Bags / Grocery,RB1033,Lunch-Time Cooler Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 3,Bags / Grocery,RB1035,Insulated Grocery Bag,auto_mapped_by_keyword,Bags,Cooler Bags,0.92,BAG-040,,,,
PromoBrands,Category 3,Chenille Print,RB1043,Willow Natural Tote,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Chenille Print,RB1043C,Willow Coloured Tote,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S819,Classic 500ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S889,Shadow 500ml Water Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S935,Zen Mirror Finish Mugs (350mL),auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S936,Calm Cup (230mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S936W,Ecograin Mirror Finish 230mL Calm Cup,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
PromoBrands,Category 3,Drinkware / Metal,S844,Bambu Eco 400ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Drinkware / Metal,S910,The Hippo 1.2L Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 3,Essential & PPE Products / Safety,FA104A,First Aid Kit Waterproof 21pc,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
PromoBrands,Category 3,Essential & PPE Products / Safety,FA104B,First Aid Kit Waterproof 21pc,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
PromoBrands,Category 3,Food Storage,H451,Pac-Man Lunch Box with Handle,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 3,Health & Wellness / Exercise & Fitness,H357,Caviar Bead Cooling Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
PromoBrands,Category 3,Health & Wellness / Personal Care,B117,Osha Laundry Bag,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Health & Wellness / Personal Care,RB1028,Clear Travel Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Health & Wellness / Personal Care,T874,Magnetic 900mAh Type C Rechargeable Fan,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
PromoBrands,Category 3,Home & Entertainment / Barware,K290,Bamboo Bottle Opener,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,D161,Besancon Salt and Pepper Set,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,D163,Acacia Cheeseboard & Knife Set,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,D170,The Seasons Rechargeable Pepper/Salt Grinder,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,D388,St. Andrews Magnetic Cheeseboard and Knife Set,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,D393,Glencoe Solo Cheeseboard,auto_mapped_by_keyword,Home & Living,Cheese & Serving Boards,0.88,HOME-010,,,,
PromoBrands,Category 3,Home & Entertainment / Cheeseboards & Serveware,K288,Bamboo Bottle Opener,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,CL101,Magnetic Tab Calendar,auto_mapped_by_keyword,Office & Desk,Pads & Planners,0.86,OFF-030,,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,M407H,House Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,M407T,Telephone Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,M418,Magnetic Whiteboard To Do List,auto_mapped_by_keyword,Giveaways & Event Accessories,Magnets,0.84,GIVE-070,,,,
PromoBrands,Category 3,Navy Products,H907,10L Dry Bag,auto_mapped_by_keyword,Bags,Dry Bags,0.92,BAG-130,,,,
PromoBrands,Category 3,Navy Products,S310,Compton 700mL Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Navy Products,S777,Byron 1L Drink Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Navy Products,S850,Thunder 600ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Navy Products,S899,Voyager 600ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Navy Products,S901,Allegra 750ml Bottle,auto_mapped_by_keyword,Drinkware,Drink Bottles,0.9,DRINK-010,,,,
PromoBrands,Category 3,Navy Products,S999,The Sanny Tumbler 320ml,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 3,New,D434,Minichroma A6 Notebook,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 3,New,H452,The Lunch Box 800ml,auto_mapped_by_keyword,Home & Living,Kitchen & Dining,0.84,HOME-020,,,,
PromoBrands,Category 3,New,JT148,The Barker Eco Notebook - B6,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 3,New,RB401,Paper Show Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 3,New,S922,The Maxwell 330ml Ceramic Mug,auto_mapped_by_keyword,Drinkware,Mugs,0.88,DRINK-050,,,,
PromoBrands,Category 3,New,T165,The Felix Foldable Phone Stand,auto_mapped_by_keyword,Technology,Phone Accessories,0.9,TECH-070,,,,
PromoBrands,Category 3,New,T856,Neo Keychain Powerbank 2000mAh,auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
PromoBrands,Category 3,Office,T326,Mackie Highlighter Sets,auto_mapped_by_keyword,Pens,Highlighters,0.95,PEN-020,,,,
PromoBrands,Category 3,Office,T332,Daisy Eco Highlighter,auto_mapped_by_keyword,Pens,Highlighters,0.95,PEN-020,,,,
PromoBrands,Category 3,Office,T606,Nano Portable BT Speaker,auto_mapped_by_keyword,Technology,Bluetooth Speakers,0.93,TECH-040,,,,
PromoBrands,Category 3,Outdoor & Leisure,S940,Wanderer 354ml Tumbler,auto_mapped_by_keyword,Drinkware,Tumblers,0.9,DRINK-040,,,,
PromoBrands,Category 3,Outdoor & Leisure,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Outdoor & Leisure / Survival,FA112,30pc First Aid Kit,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
PromoBrands,Category 3,Outdoor & Leisure / Survival,H316,50mL Sunscreen,auto_mapped_by_keyword,Personal Care,Sunscreen & Lotions,0.94,PC-040,,,,
PromoBrands,Category 3,Outdoor & Leisure / Survival,H820,Fiberglass Emergency Fire Blanket,auto_mapped_by_keyword,Outdoor & Sports,Blankets,0.88,OUT-070,,,,
PromoBrands,Category 3,Outdoor & Leisure / Survival,T676,Easy Grip Retractable Utility Knife,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Outdoor & Leisure / Toys & Games,RB1018S,Squiggle Calico bag + Crayon set,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Outdoor & Leisure / Toys & Games,RB1019S,Squiggle Calico bag + Crayon set,auto_mapped_by_keyword,Bags,Tote Bags,0.86,BAG-030,,,,
PromoBrands,Category 3,Outdoor & Leisure / Toys & Games,RB1020S,Squiggle Calico Drawstring Bag + Crayon set,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
PromoBrands,Category 3,Outdoor & Leisure / Toys & Games,T158,Phil's Pickle Ball Set,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
PromoBrands,Category 3,Outdoor & Leisure / Toys & Games,T517,Popper Stress Reliever Key Chain,auto_mapped_by_keyword,Toys & Games,Stress Balls & Toys,0.94,TOY-010,,,,
PromoBrands,Category 3,Outdoor & Leisure / Travel & Personal Accessories,D205,Quick-Dry Ripstop Strapback Baseball Cap,auto_mapped_by_keyword,Headwear,Caps,0.9,HEAD-060,,,,
PromoBrands,Category 3,Outdoor & Leisure / Travel & Personal Accessories,H398,Bambu Toothbrush,auto_mapped_by_keyword,Personal Care,Grooming,0.86,PC-090,,,,
PromoBrands,Category 3,Outdoor & Leisure / Travel & Personal Accessories,T105,Mini Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Premium Gifting / Barware,D305,Chilly Ice Bucket,auto_mapped_by_keyword,Barware & Accessories,Bar Accessories,0.86,BAR-060,,,,
PromoBrands,Category 3,Stylus,P730,Spinner Fidget Pen,auto_mapped_by_keyword,Pens,Stylus Pens,0.9,PEN-010,,,,
PromoBrands,Category 4,Back to University,D427,Jodha Notebook,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
PromoBrands,Category 4,Back to University,P733,Nicklin Spinner Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
PromoBrands,Category 4,Back to University,RB1050,The SWAG RPET Drawstring Bag,auto_mapped_by_keyword,Bags,Drawstring Bags,0.9,BAG-050,,,,
