supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL6027,Wellbeing Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8241,Harmony Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8247,Anthem Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8271,Sephora Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8289,Kakadu Eco Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8299,Office Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8433,Sephora Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8441,Harmony Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8453,Anthem Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets / Sets,LL6033,The Little Learners Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Lanyards & Office,LL454,Premium Retractable ID Badge Holder,auto_mapped_by_keyword,Giveaways & Event Accessories,Badges,0.92,GIVE-030,,,,
Logoline,Collection + Category + SubCategory,Packaging / Custom-Sized & Branded Boxes,LL2000,Custom Box,auto_mapped_by_keyword,Packaging,Gift Boxes,0.84,PKG-010,,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL3148,Plastic Container,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL321,Silver Rectangular Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL326,Clear Pillow Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL340,Silver Round Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL4870,Clear Dispenser with Scoop,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL9777,Press Ready Transfers,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8231,The Classic Pairing,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8233,The Warm Welcome,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8313,The Happy Hour,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8315,The Host Edit,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8317,The Carry-On Graze,auto_mapped_by_keyword,Bags,Travel & Duffle Bags,0.86,BAG-060,,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8319,The Nibble Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8321,Bubbles & Beachdays,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8323,The Daily Setup,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8325,The Brew & Bite,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8327,The Chandon Escape,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8329,The Sunchaser Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8331,Glow & Graze,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8335,The Winter Warmer Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8339,The Brew Ritual,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8341,The Refined Graze,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8351,The Pause Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8353,The Classic Whisky Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8357,The Ultimate Welcome - Hot Chocolate Edition,auto_mapped_by_keyword,Confectionery,Confectionery,0.88,CONF-010,,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8359,The Ultimate Welcome - Tea Edition,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8361,The Sunset Pour,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8363,The Generous Host,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8367,The Sweet Setup,auto_mapped_by_keyword,Confectionery,Confectionery,0.88,CONF-010,,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8379,The Little Luxuries,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8381,The Mindful Moment,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8385,The Cosy Indulgence,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8391,The Perfect Pairing,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8397,The Warm Escape,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8407,The Big Indulge,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8409,The Treat Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8425,The Good Things,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8427,The Wine & Unwind,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Corporate Gifting,LL8506,Onboarding Bundle,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Event Essentials,LL6010,Conference Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Event Essentials,LL8297,Tradeshow Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Masks,LL6031,Children's Mask and Hand Sanitiser Pack,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Masks,LL8956,4 Pack - Children's Face Masks,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Outdoor & Adventure,LL4564,Lux Sunglasses Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Outdoor & Adventure,LL8511,On-the-Go Emergency Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Wellness & Care Packs,LL6013,Wellness Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Workplace Essentials,LL6016,Intro Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL3027,H2O Wet Wipes,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL4651,Lancer Liquid Hand Sanitiser Stick,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL4659,Aqua Wet Wipes,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL4673,Breezy Gel Hand Sanitiser,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL4675,Polar Hand Sanitiser,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL4678,Wave Gel Hand Sanitiser,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL6053,Essentials Hygiene Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL726,Splash Gel Hand Sanitiser,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL727,Fresh Gel Hand Sanitiser,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL737,Fresh Gel Hand Sanitiser with Silicone Holder,auto_mapped_by_keyword,Personal Care,Hand Sanitiser,0.9,PC-020,,,,
Logoline,Collection + Category + SubCategory,Personal / Candle & Diffusers,LL3031,Petite Candle in Tin,auto_mapped_by_keyword,Home & Living,Candles & Diffusers,0.92,HOME-030,,,,
Logoline,Collection + Category + SubCategory,Personal / Pill Boxes,LL2004,Clear Rectangular 6 Compartment Pill Box,auto_mapped_by_keyword,Packaging,Gift Boxes,0.84,PKG-010,,,,
Logoline,Collection + Category + SubCategory,Personal / Pill Boxes,LL3873,Weekly Pill Box,auto_mapped_by_keyword,Packaging,Gift Boxes,0.84,PKG-010,,,,
Logoline,Collection + Category + SubCategory,Personal / Pill Boxes,LL3875,Compact Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Resistance Bands,LL8842,Stamina Resistance Bands,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Sewing Kits,LL857,Stitch-In-Time Sewing Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Sneeze Guards,LL8850,Personal Protection Screen,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Dash Cameras,LL9701,View Dash Camera,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL0100,Thump Earbud Set,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6150,Forte Earbud Set,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6151,Zen Retractable Earbuds / Headphones,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6154,Soprano Earbud Set,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6156,Venom Earbud Set,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6158,Tempest TWS Earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6161,Twista Earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL6162,Loop Earbuds,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL9242,Hyper Bluetooth Headphones in EVA Zipper Case,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL9244,Equinox ANC Headphones In Case,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Earphones,LL9572,Thrust Wired Headphones,auto_mapped_by_keyword,Technology,Earbuds & Headphones,0.95,TECH-030,,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9928,Seekfit Fitness Band,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9929,Stride Pedometer Bracelet 2.0,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9932,Endurance Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9934,Touchdown Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9935,Lightning Pedometer,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9950,Rampage Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9952,Stellar Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9955,Logo Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9956,Slim Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9957,Vanquish Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8211,Symphony Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8212,Destiny Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8214,Alliance Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8215,Bellman Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8218,Ohana Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8220,Kyoto Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8221,Cove Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8248,Quay Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8261,Carnival Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8265,Gateway Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8266,Embark Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8269,Incentive Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8270,Osaka Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8272,Sass Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8278,Anthem Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8279,Liberty Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8280,Voyager Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8369,Tech Pack Executive,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8373,Tech Pack Travel,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8377,Tech Pack Power,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8443,Carnival Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8449,Sass Cardboard Gift Box,auto_mapped_by_keyword,Packaging,Gift Boxes,0.84,PKG-010,,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8454,Quay Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Lanyards & Office,LL9089,Shadow Phone Neck Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
Logoline,Collection + Category + SubCategory,Technology / Mouse Pads,LL0199,Tasktamer Desk Mat,auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
Logoline,Collection + Category + SubCategory,Technology / Mouse Pads,LL0201,Avatar Desk Mat,auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
Logoline,Collection + Category + SubCategory,Technology / Mouse Pads,LL0205,Console XL Mouse Mat,auto_mapped_by_keyword,Office & Desk,Desk Items,0.82,OFF-080,,,,
Logoline,Collection + Category + SubCategory,Technology / Mouse Pads,LL0217,Hover Wireless Charger / Mouse Pad,auto_mapped_by_keyword,Technology,Wireless Chargers,0.94,TECH-010,,,,
Logoline,Collection + Category + SubCategory,Technology / Nomis,LL9481,Aura by Nomis Cable,auto_mapped_by_keyword,Technology,Charging Cables & Chargers,0.88,TECH-060,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,8988,Plain Cufflinks,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Giftsets,9096,Pineapple Leather Travel Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1006,Gift Set w/ 9196 Journal & 4101 Nash Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1007,Gift Set w/ JB1001 Journal & Nash Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1010,Gift Set w/ JB1008 Nova Journal & 6018 Gorcia Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1011,Gift Set w/ JB1022 Colour Bound Journal & 4104 Nash Bamboo Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1012,Gift Set w/ 9198 Pedova Pocket Bound JournalBook & 6002 Bristol Twist Ballpoint Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GIFT1013,Gift Set w/ KT1001 Karst A5 Stone Paper Hardcover Notebook & 1066 Recycled Stainless Steel Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1007,USB (4GB) & Pen Giftset,auto_mapped_by_keyword,Technology,USB Flash Drives,0.95,TECH-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1008,Gift Set - USB In 8G + Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1014,"Powerbank, USB (4GB) & Pen Giftset",auto_mapped_by_keyword,Technology,Power Banks,0.95,TECH-020,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1016,Stationary Essentials Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1019,Get Organised Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1020,Travel Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1025,Chicago Pen & Bottle Opener Keyring Gift Set,auto_mapped_by_keyword,Barware & Accessories,Bottle Openers,0.95,BAR-010,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,JB1026,Geo Notebook & Pen Set,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1001,Scriptura Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1012,Scriptura Ballpoint Pen Gift Set,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1015,Scriptura Striation Ballpoint Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1017,Scriptura Notebook Gift Set,auto_mapped_by_keyword,Office & Desk,Notebooks,0.92,OFF-010,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1018,Scriptura Notebook & Pen Giftset,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1022,Scriptura Legato Notebook & Pen,auto_mapped_by_keyword,Pens,Ballpoint Pens,0.84,PEN-050,,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1001,The Custom Gourmet Entertainer Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1002,The Prestige Custom Gourmet Nibbles Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1003,The Branded Gourmet Picnic Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1004,The Gourmet Retreat Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1005,Custom Sweet Treats & Essentials Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1006,The Sweet Indulgence and Hydration Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1007,Customised Onboarding Gift Pack,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1011,Branded Tech Kit Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1012,The Custom Travel Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,124263,Kubi Phone Lanyard,auto_mapped_by_keyword,Giveaways & Event Accessories,Lanyards,0.94,GIVE-010,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,126376,Glider Slider Makeup Mirror,auto_mapped_by_keyword,Personal Care,Mirrors & Beauty Accessories,0.84,PC-070,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,126381,Beautix Manicure Set,auto_mapped_by_keyword,Personal Care,Manicure Sets,0.9,PC-060,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1342,Portable First Aid Kit,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1343,Weekly Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1359,Oasis 2 Piece Massage Ball Set,auto_mapped_by_keyword,Outdoor & Sports,Sports Products,0.86,OUT-040,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1376,Travel Comfort Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1379,Atlas TSA Lock,auto_mapped_by_keyword,Travel,Travel Accessories,0.84,TRAV-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1386,First Aid Kit,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1389,Zippered 20-Piece First Aid Pouch,auto_mapped_by_keyword,Personal Care,First Aid,0.95,PC-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1800,Travel Set,auto_mapped_by_keyword,Travel,Travel Accessories,0.84,TRAV-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1801,Luggage Scale,auto_mapped_by_keyword,Travel,Travel Accessories,0.84,TRAV-050,,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,7659,Alpha Fitness Towel,auto_mapped_by_keyword,Outdoor & Sports,Towels,0.9,OUT-020,,,,
